"Id","AccessId","Nickname","Description","Keywords","YoutubeLink","TwitchLink","LastUpdated"
"08d9b6da-bdf2-4dd8-879d-fa163fc596e2","1292027143",썽혀니힛,오성현/프로게이머,"[""오성현"",""프로게이머""]","","",2022-07-28 02:45:17.680
"08d9b6da-c178-4a6a-8bdc-35150c8fe453","1677970153",HEYZE,오성현/프로게이머,"[""오성현"",""프로게이머""]","","",2022-06-26 01:02:20.298
"08d9b6db-1b0e-4601-8597-049f8279ddd4","134375698",MysTic김승래,김승래/프로게이머,"[""김승래"",""프로게이머""]",https://www.youtube.com/channel/UCpqhgKIkZT5mT2gL8ao_PVA,https://www.twitch.tv/tmdfo1994/,2022-06-26 01:02:31.538
"08d9b6db-5ecf-4bce-8a46-0ccb8339f54d","822569884",MysTicOwO,김기수/프로게이머,"[""김기수"",""프로게이머""]",https://youtube.com/channel/UCBagHTv7Tg52YFLA0tp51bw,"",2022-07-01 02:01:51.024
"08d9b6db-7bc3-4192-82aa-b7bfc6ac1a27","2047311663",KoguryoDDing,이명재/프로게이머,"[""이명재"",""프로게이머""]",https://www.youtube.com/channel/UCVJBXVxY2zMMIXWSCAdpJyg,https://www.twitch.tv/9759jea,2022-07-16 19:35:33.693
"08d9b6db-83e8-4d20-8a65-e3691c5f56b8","1073771720",반짝연,이명재/프로게이머,"[""이명재"",""프로게이머""]",https://www.youtube.com/channel/UCVJBXVxY2zMMIXWSCAdpJyg,https://www.twitch.tv/9759jea,2022-06-26 01:03:11.131
"08d9b6db-a7cd-4140-87ba-5e57eb0ef402","1778621042",lKDF이재혁l,이재혁/프로게이머,"[""이재혁"",""프로게이머""]",https://www.youtube.com/channel/UCon9Q6qco69vnQWqcSdDZjg,https://www.twitch.tv/dlwogur0412,2022-07-04 04:21:27.157
"08d9b6db-d7b4-4d1d-8af9-570858c846a6","1644631218",lKDF송용준l,송용준/프로게이머,"[""송용준"",""프로게이머""]",https://www.youtube.com/channel/UCwovyk3juax7OOWey4-rCbQ/featured,https://www.twitch.tv/saharaosolo,2022-07-05 03:02:14.827
"08d9b6db-f873-4c18-8fe1-f90c87590f91","453069684",뻔감동,박인재/감독,"[""박인재"",""박감동"",""감독""]",https://www.youtube.com/channel/UC_HQon02hOrzWjl3YBlCBww,https://www.twitch.tv/bij7802,2022-06-26 01:04:02.658
"08d9b6dc-2be2-4c07-89e7-03b655a92245","1627637944",Alto,최민석/프로게이머,"[""최민석"",""프로게이머""]",https://www.youtube.com/channel/UCmPyqtyE6j5EHhOBvMSV_0Q,"",2022-07-20 10:02:28.489
"08d9b6dc-4c7b-4a24-8756-f0f587a4e490","1241743480",고구려지바겐,민은기/프로게이머,"[""민은기"",""프로게이머""]",https://www.youtube.com/c/%EB%AF%BC%EC%9D%80%EA%B8%B0/featured,https://www.twitch.tv/msa0255,2022-07-21 02:10:41.574
"08d9b6dc-63a6-4ac4-8b0a-7992eec517ca","1594084520",센스주엽,석주엽/프로게이머,"[""석주엽"",""프로게이머""]",https://youtube.com/channel/UCP_NIIAQVsKsGtub0Zn-Keg,"",2022-06-26 01:04:37.024
"08d9b6dc-8405-4bb5-8297-bf0cfae797a9","268923940",노준현노준현,노준현/프로게이머,"[""노준현"",""프로게이머""]",https://www.youtube.com/channel/UCdIfVUDAHppGtnQmEOZpc2w/featured,https://www.twitch.tv/ymk5587,2022-06-27 03:19:55.958
"08d9b6dc-9c38-4a73-860d-20eb7fb78b55","1006884826",등급등급,유영혁/프로게이머,"[""유영혁"",""프로게이머""]",https://www.youtube.com/channel/UCGS2N0KK0wZAXe-ER0jJ5ag,https://www.twitch.tv/rjseka1303,2022-07-12 21:05:48.144
"08d9b6dc-b160-41f6-8d3a-5afbde1fe869","1090776384",임잰,임재원/프로게이머,"[""임재원"",""프로게이머"",""귤"",""잰"",""깐잰"",""괴도""]",https://www.youtube.com/channel/UCsqYtmltzIm01XcForwcwcA,https://www.twitch.tv/dla822,2022-07-09 21:57:58.758
"08d9b6dc-c7f0-4a86-82c3-9f1594efbc9a","570682034",lKDF이은택l,이은택/프로게이머,"[""이은택"",""프로게이머"",""은택에몽""]",https://www.youtube.com/channel/UCXUEds_VNAzxjpOrrRtJoIw,https://www.twitch.tv/lee_eunteak,2022-06-26 01:05:47.453
"08d9b6dc-e81c-4c92-83f1-12c9312bd9f0","1007273131",잠들수없는밤,장건/프로게이머,"[""장건"",""프로게이머""]","",https://www.twitch.tv/jgun3157,2022-06-26 01:05:59.012
"08d9b6dd-243d-457c-8d9d-9225e06af14a","956585466",lDDK박인수l,박인수/프로게이머,"[""박인수"",""프로게이머""]",https://www.youtube.com/channel/UCIBBRB8-4WLtrHRyQeZbMHQ,https://www.twitch.tv/hotarunana,2022-06-26 01:06:09.957
"08d9b6dd-5a62-4bb6-8dbb-681501bd731b","1342654833",승하차c,정승하/프로게이머,"[""정승하"",""프로게이머""]",https://www.youtube.com/channel/UCgd9ob7A4vAQqqYetZ4or_g,https://www.twitch.tv/wjdtmdgk1217,2022-06-26 01:06:24.321
"08d9b6dd-84f0-40eb-8554-f1d97f5224d4","1862688705",뻔챵현,유창현/프로게이머,"[""유창현"",""프로게이머""]",https://www.youtube.com/channel/UCQCqzTme_YDBe93rQpWgEeg,https://www.twitch.tv/yuchanghyun33,2022-06-26 01:06:35.955
"08d9b6dd-9962-4f95-8d42-b860570f44e1","2030536287",OneQ성빈,배성빈/프로게이머,"[""배성빈"",""프로게이머""]",https://www.youtube.com/channel/UC2zb6FMW7JHSADwSeLZGH3A,https://www.twitch.tv/sungbin6641,2022-06-26 01:06:47.278
"08d9b6f4-aa1c-4031-8b67-5fbd6d006ff3","1476841887",쨈민이중선,이중선/스트리머,"[""이중선"",""스트리머"",""식칼좌""]",https://www.youtube.com/channel/UCw7FqLmYfW-nAVhEd_grcZg,https://www.twitch.tv/dhdtufdl1,2022-05-13 02:59:06.136
"08d9b6f4-b534-41ca-8fce-d9932e8b89b1","124964",MysTic중선,이중선/스트리머,"[""이중선"",""스트리머"",""식칼좌""]",https://www.youtube.com/channel/UCw7FqLmYfW-nAVhEd_grcZg,https://www.twitch.tv/dhdtufdl1,2022-07-30 01:56:14.602
"08d9e7f1-abf2-4084-8040-129a75189277","218381982",MysTic벤츠,박민수/스트리머,"[""형독"",""스트리머""]",https://www.youtube.com/c/%ED%98%95%EB%8F%85,https://www.twitch.tv/alstn9947,2022-07-27 23:52:04.139
"08da028e-254e-4b69-8cfc-8c20c680c4cd","906181257",PlayTheBaZzi,김택환/스트리머,"[""스트리머"",""택환""]",https://www.youtube.com/c/%EA%B9%80%ED%83%9D%ED%99%98YouTube,"",2022-03-10 21:07:39.227
"08da028e-4a94-45da-8ab1-c06d7b7915e1","1711693361",크리스마승철,한승철/전 프로게이머,"[""한승철""]",https://youtube.com/channel/UC1ywD_BzOUtYLIehvFy9uSQ,"",2022-03-10 21:05:38.594
"08da028e-616e-4d1b-8dbe-432aaf0c09d7","235543932",임성필방송중,임성필/스트리머,"[""임성필"",""스트리머""]",https://www.youtube.com/c/%EC%9E%84%EC%84%B1%ED%95%84%EC%9C%A0%ED%8A%9C%EB%B8%8C,https://www.twitch.tv/dlatjdvlf,2022-03-10 21:06:16.953
"08da028e-ab3a-453a-842c-94e3b9311e67","1997043398",덩치안티팬,박현수/프로게이머,"[""박현수"",""프로게이머""]",https://www.youtube.com/channel/UCdambogiTTveUKh6rSIn0dQ,https://www.twitch.tv/gmgmgm123,2022-07-29 17:36:00.689
"08da56c2-7f20-4713-8e6d-9b2b1661f967","1090595425",현이씨님,스트리머,"[""스트리머""]",https://youtube.com/channel/UC2BV3nS1CpFX0Cf9tnycFeQ,twitch.tv/hyeon_e_life,2022-07-20 14:06:37.221
"08da56c2-a0ee-4071-8358-e3fd3c46b11b","1946342831",리버스현호,스트리머/리버스 그룹,"[""스트리머"",""리버스""]",https://www.youtube.com/c/REVERSE%EB%A6%AC%EB%B2%84%EC%8A%A4,"",2022-06-26 00:51:54.993
"08da56c2-d433-42d9-8b33-ef2cff16369b","1862689800",팬도르,김다원/프로게이머,"[""프로게이머""]","",https://www.twitch.tv/sin_dalwon,2022-07-03 14:52:45.095
"08da56c2-f516-4f59-8060-ec31895a2e5f","620959883",코튼좀믿어줘,스트리머,"[""스트리머""]",https://www.youtube.com/channel/UCjjLD04rmJGaNOukYVKo8nA,https://www.twitch.tv/comida1319,2022-07-29 21:00:56.702
"08da56c3-9999-4a28-824d-302b6475f3e9","403234276",SUCGLSakura,리우창헝/프로게이머,"[""리우창헝"",""프로게이머"",""닐"",""Neal"",""빌드의 황제"",""깔라깔라"",""유창형"",""큰윷"",""커리"",""카레""]",https://www.youtube.com/channel/UCi7eKRJZvxMhwhiWyARZtjg,https://www.twitch.tv/xhibaoger,2022-07-09 22:51:56.874
"08da583d-9283-4606-8176-76dbfd6b55a9","218393087",승턔,김승태/프로게이머,"[""김승태"",""프로게이머""]",https://www.youtube.com/channel/UCtmvNe5vuqEJAf5q_OJQYyQ,https://www.twitch.tv/tmdxo0618,2022-07-07 21:11:21.521
"08da583e-9570-4620-8d6c-56c75c991cf8","705007267",승곰탱이,김승태/프로게이머,"[""김승태"",""프로게이머""]",https://www.youtube.com/channel/UCtmvNe5vuqEJAf5q_OJQYyQ,https://www.twitch.tv/tmdxo0618,2022-07-21 15:50:43.091
"08da58d2-034c-4267-8565-058b5f2200c4","369300997",성빈,배성빈/프로게이머,"[""아기상어"",""배성배"",""배성빈"",""프로게이머""]",https://www.youtube.com/channel/UC2zb6FMW7JHSADwSeLZGH3A,https://www.twitch.tv/sungbin6641,2022-07-08 20:27:14.130
"08da61aa-7e51-4521-8cdb-34fbe64bfab2","503619778",z1존짱지민,김지민/프로게이머,"[""김지민"",""프로게이머"",""다람지민"",""짐"",""킹지민"",""호랑지민"",""로봇지민""]","",https://www.twitch.tv/dalla040,2022-07-30 01:04:04.837
"08da61aa-8f35-44f0-8ac8-aa82dd1b58ad","805765774",편집,전진우/프로게이머,"[""전진우"",""프로게이머""]","","",2022-07-09 21:57:20.107
"08da61aa-99a8-4ca0-8191-a54377334210","654595778",또배깅,한정진/프로게이머,"[""한정진"",""프로게이머"",""문워크좌"",""마이클 정진"",""심술리타""]","","",2022-07-09 21:57:37.658
"08da61aa-bcfa-4533-8a12-cff46b746ae4","134714447",사용처,고병수/프로게이머,"[""고병수"",""프로게이머"",""붓 장인"",""고병쑤우"",""KBS"",""주행은 고병수"",""리틀 전대웅""]","","https://www.twitch.tv/gbs031127
",2022-07-22 03:07:16.067
"08da61aa-c7c9-49ae-8feb-69bc66891d90","385877415",뿌잉,최은성/프로게이머,"[""최은성"",""프로게이머""]","","",2022-07-09 21:58:55.054
"08da61aa-d3bf-4d6b-8074-3b69161fb0ff","1493767731",으익2,최준혁/프로게이머,"[""최준혁"",""프로게이머""]",https://www.youtube.com/channel/UCWrdAcYiTH6zgpaQriu6YAw,"",2022-07-09 21:59:15.123
"08da61aa-e858-4720-8839-c6381c11d991","352729383",박타키님s,박정익/프로게이머,"[""박정익"",""프로게이머"",""박타키"",""광명의 아들""]",https://www.youtube.com/channel/UCDADPYbs2UyIHGHL7k2k7NA,https://www.twitch.tv/taki990106,2022-07-09 21:59:49.678
"08da61aa-f82b-4480-8164-59f1ba266692","654562891",띠러엉,신민석/프로게이머,"[""신민석"",""프로게이머"",""솔리드좌"",""석이""]","","",2022-07-09 22:00:16.225
"08da61aa-fc00-4415-8a41-bfadeeb8a5c8","621427259",팅클포포,신민석/프로게이머,"[""신민석"",""프로게이머"",""솔리드좌"",""석이""]","","",2022-07-28 00:21:01.851
"08da61b0-b69d-4e4e-8b2f-773dbc4f736a","1812406159",악마영훈,최영훈/프로게이머,"[""최영훈"",""프로게이머"",""최홍련"",""필리핀"",""린가드""]",https://www.youtube.com/channel/UCrBeKk_uW6ZzE89vX-5IySg/featured,https://www.twitch.tv/cyh00817,2022-07-13 01:16:08.155
"08da61b0-d694-4dc1-823a-6a77acf8104a","1258700066",댕한,박대한/프로게이머,"[""박대한"",""프로게이머"",""박국뽕""]","","",2022-07-20 03:14:19.785
"08da61b0-f062-4769-8049-c1222f7478a6","1040650004",안정홤,안정환/프로게이머,"[""안정환"",""프로게이머"",""안느"",""축구좌"",""노사트""]",https://www.youtube.com/user/anjeunghwan1,https://www.twitch.tv/scalehwan,2022-07-09 22:43:00.139
"08da61b1-055f-4388-8e27-250ce35cf156","1057154500",그만찡찡대요,박민호/프로게이머,"[""박민호"",""프로게이머"",""낭만좌"",""불꽃 카리스마 민호"",""불꽃라이더"",""소년가장""]","","",2022-07-09 22:43:35.356
"08da61b1-2063-466e-8e6f-ec4b62f85706","1879603468",흥성민,홍성민/프로게이머,"[""홍성민"",""알파카"",""리틀 신동이"","" 오수""]",https://www.youtube.com/channel/UCw7OSNqZ1rXhN75bi3atypg,https://www.twitch.tv/sungminzon,2022-07-09 22:44:20.682
"08da61b1-3e8d-4019-8b11-f3e1e5c8a1c2","201596807",아커만윤서형,윤서형/프로게이머,"[""윤서형"",""프로게이머"",""최윤서형"",""릴라형"",""윤석열"",""짭릴라""]",https://www.youtube.com/channel/UCddgdkrFVbKUbaFV9wRnFew,"",2022-07-29 19:39:42.712
"08da61b1-5535-4919-8887-475a421f46a0","1711888655",칫승민,한승민/프로게이머,"[""한승민"",""프로게이머""]","","",2022-07-18 00:34:39.267
"08da61b1-649f-4602-8b87-4841e9963e62","420074182",lSPECl황혁,황혁/프로게이머,"[""황혁"",""프로게이머"",""대황혁"",""혁의 의지"",""웅슬레이어""]","","",2022-07-09 22:46:15.161
"08da61b1-7394-44ab-8e7c-ff5e818b5830","537469879",턕진,김택진/프로게이머,"[""김택진"",""프로게이머""]",https://www.youtube.com/channel/UC_CoK_S1nR0tCDUmH-ud6hg,"",2022-07-09 22:46:40.254
"08da61b1-86ab-44a5-864a-8b406cbc428f","1895931562",나는야김안드,윤여민/프로게이머,"[""윤여민"",""프로게이머"",""김안드"",""아다왕"",""김아다"",""해변의 왕""]",https://www.youtube.com/user/ddynw,"",2022-07-09 22:47:12.281
"08da61b1-9d6f-40ae-8a67-1814bb747c75","554079174",센효,권효진/프로게이머,"[""권효진"",""프로게이머"",""미사용처"",""하고재비"",""권두팔""]","","",2022-07-09 22:47:50.474
"08da61b1-aa01-4fae-8bcf-b610e36c4c30","1292504174",낙원의장미,곽현호/프로게이머,"[""곽현호"",""프로게이머""]","","",2022-07-13 17:22:29.075
"08da61b1-c0e2-4e8e-8a32-35636b5aa57d","302231349",두두카공주,김현중/프로게이머,"[""김현중"",""프로게이머""]","",https://www.twitch.tv/guswnd0614,2022-07-19 22:41:40.090
"08da61b1-e24f-4d68-8f8f-84f3713b87c5","1208237179",정우해,이정우/프로게이머,"[""이정우"",""프로게이머""]","","",2022-07-09 22:49:46.032
"08da61b2-24b5-4031-8b4b-c4b5463c8a92","705000525","07121025",리우창헝/프로게이머,"[""리우창헝"",""프로게이머"",""닐"",""Neal"",""빌드의 황제"",""깔라깔라"",""유창형"",""큰윷"",""커리"",""카레""]",https://www.youtube.com/channel/UCi7eKRJZvxMhwhiWyARZtjg,https://www.twitch.tv/xhibaoger,2022-07-12 23:09:44.635
"08da61b2-5040-40ae-8828-ee1085642c41","1392588746",무과금,황인호/프로게이머,"[""황인호"",""프로게이머"",""갤주"",""치타호"",""아이엠 에이스"",""트월킹좌""]",https://www.youtube.com/channel/UCsbYA0oTsjtKs_iOapGPGag,"",2022-07-09 22:52:50.478
"08da61b2-6a64-4668-84d6-0eb3bd7560f3","520351822",걍댜휸,강다훈/프로게이머,"[""강다훈"",""프로게이머"",""곡예사"",""깡다훈"",""강다우니"",""다이너마이트"",""난간로더""]","","",2022-07-09 22:53:34.337
"08da61b2-8137-44e2-8a81-4df86bc1b432","1024017822",고구려김응태,김응태/프로게이머,"[""김응태"",""프로게이머"",""%"",""응신"",""방출에이스"",""응다니엘""]",https://www.youtube.com/channel/UCD3yen09tQkZAqCEEwrHq8A,https://www.twitch.tv/kjssjy,2022-07-09 22:54:12.629
"08da61b2-bc16-47c4-8c1d-c12075d02ff5","722254875",씅지컬,최승현/프로게이머,"[""최승현"",""프로게이머""]","","",2022-07-09 22:55:51.400
"08da61b2-d3a2-4916-8344-714bb0d5bcc3","822493724",뻔우준,김우준/프로게이머,"[""김우준"",""프로게이머"",""TMI의 선택"",""스텔스 김우준"",""김어준""]","","",2022-07-09 22:56:30.906
"08da61b2-e62b-4124-807c-21de24f7288f","1544113869",AOXl이해원l,이해원/프로게이머,"[""이해원"",""프로게이머""]",https://www.youtube.com/channel/UCBH4niQEQgMrqrl3Bh6Bg6A,https://www.twitch.tv/haewone,2022-07-09 22:57:01.999
"08da61b2-fdae-4aad-8557-0509db80d97d","1795414240",자핏,김정현/프로게이머,"[""김정현"",""프로게이머""]","","",2022-07-09 22:57:41.449
"08da61b3-1f1f-4e37-8c66-e233e0bab672","1745637289",쓸개조태민,조태민/프로게이머,"[""조태민"",""프로게이머""]","","",2022-07-09 22:58:37.556
"08da61b3-31bd-4c07-8bae-cfc1f7730ac7","403289452",윤정현윤정현,윤정현/프로게이머,"[""윤정현"",""프로게이머""]","","",2022-07-09 22:59:08.789
"08da61b3-5661-4791-88c8-68b382637613","1829168867",별똥별스위스,김주영/프로게이머,"[""김주영"",""프로게이머"",""뿡주영"",""프릭스 카운터"",""주0다이"",""주멘""]",https://www.youtube.com/channel/UCMAsebkIcZexRmUpjjVlv-A,https://www.twitch.tv/mrkbb332211,2022-07-26 02:08:24.582
"08da61b3-681e-45fb-8b0e-f58e16374328","251936996",조5개,주희성/프로게이머,"[""주희성"",""프로게이머""]","","",2022-07-09 23:00:40.020
"08da61b3-8221-4f9e-8071-e3adc39a7225","151242140",용줂,최용준/프로게이머,"[""최용준"",""프로게이머"",""보급 옵저버"",""짭용준"",""짭녹"",""최녹""]","","",2022-07-29 22:10:41.643
"08da61b3-a0a6-43a7-8c29-89134b8f2b31","1090879313",귄순우,권순우/프로게이머,"[""권순우"",""프로게이머""]",https://www.youtube.com/channel/UCvDnF2UPpJeNg7tTLax6nOQ/featured,https://www.twitch.tv/kcb5041,2022-07-09 23:02:14.862
"08da628a-d0ac-4181-846e-71c502be88c3","2130944585",고구려의우혁,심우혁/프로게이머,"[""심우혁"",""프로게이머""]","","",2022-07-11 00:42:36.493
"08da628a-d27b-405e-8250-775607a403c8","2130944585",고구려의우혁,심우혁/프로게이머,"[""심우혁"",""프로게이머""]","","",2022-07-11 00:49:35.899
"08da628a-e908-4847-8099-2a75761977be","805529258",땡구우르르,원종태/프로게이머,"[""원종태"",""프로게이머""]","","",2022-07-11 00:43:18.093
"08da628a-fff5-4f8d-80f3-ab536f0257e5","1241970979",에퍼홍카콜라,유민선/프로게이머,"[""유민선"",""프로게이머"",""동대구 머신건"",""정유민선""]",https://www.youtube.com/channel/UCTGedQpDfmEZrCbEp9nXA6w,https://www.twitch.tv/alstjs7946,2022-07-11 00:43:56.565
"08da628b-11d9-4899-815f-a511645262df","185005033",정엱,김정연/프로게이머,"[""김정연"",""프로게이머""]","","",2022-07-11 00:44:26.578
"08da628b-22f0-440c-8e60-fb723738984e","2080980127",알파카반했다,윤성재/프로게이머,"[""윤성재"",""프로게이머""]","","",2022-07-22 05:02:00.916
"08da628b-3810-48e3-8329-242a2fe04934","1577641855",민성콩,김민성/프로게이머,"[""김민성"",""프로게이머""]","","",2022-07-11 00:45:30.692
"08da628b-46a8-44f0-89e1-99a2681da639","654564162",ESSFJJ,최준호/프로게이머,"[""최준호"",""프로게이머""]","","",2022-07-11 00:45:55.174
"08da628b-552c-44ca-8a4c-4d65eb016953","637763111",은먹다살찐서,이은서/프로게이머,"[""이은서"",""프로게이머""]",https://www.youtube.com/channel/UCf2jDfaVoq8LX3-rZC1Oolw,https://www.twitch.tv/2eunseo,2022-07-11 00:46:52.369
"08da628b-6508-40f1-8ceb-1c8d88b0871d","1980253288",촉촉파우치,김민준/프로게이머,"[""김민준"",""프로게이머""]","","",2022-07-23 01:36:31.215
"08da6584-03b0-4f7d-8a61-e4b969247c8a","1258612276",윤태웅,윤태웅/프로게이머,"[""윤태웅"",""프로게이머""]","","",2022-07-14 19:31:29.069
"08da6648-6375-4943-84c6-eb62b1867fc7","1342699100",최애유성,최유성/전 프로게이머,"[""최유성"",""스트리머""]",https://www.youtube.com/user/EternalYSMG,https://www.twitch.tv/nep7un_fantastick/schedule,2022-07-15 18:57:11.122
"08da68af-ed61-4fea-8547-d54359e26d93","520532838",MysTic항제찌,항제/스트리머,"[""항제"",""스트리머""]",https://www.youtube.com/c/%ED%95%AD%EC%A0%9C/featured,https://www.twitch.tv/yuo1626,2022-07-18 20:30:26.374
"08da6d87-8116-4951-8463-734faa1d3b94","1812190192",뻔감매,윤찬희/심판,"[""윤찬희"",""감독"",""심판""]",https://www.youtube.com/channel/UCP2fF8T6elszvl4FEQQcZqQ,https://www.twitch.tv/ychanchan,2022-07-25 00:16:38.002
